,form,meaning,KEY-MEANING
9785,Tup tup,Tup tup,STOMPING
9786,Gumka,Gumka,HAIRBAND
9787,Am,Chcę jeść,WANT-FOOD
9788,Malina,Malina,RASPBERRY
9789,Ogon,Ogon,TAIL
9790,Kupka,Kupka,POOP
9791,Jest,Jest,TO-BE
9792,Kamien,Kamień,STONE
9793,Lula,Rura,PIPE
9794,Kamien,Kamień,STONE
9795,Choś,Choddź,COME
9796,Iga,Iga,PERSON
9797,Dujo,Dużo,A-LOT
9798,Basen,Basen,SWIMMING-POOL
9799,Tutaj,Tutaj,HERE
9800,Maja,Mała,SMALL
9801,Mima,Nie ma,GONE
9802,Nos,Nos,NOSE
9803,Oko,Oko,EYE
9804,Hałas,Hałas,NOISE
9805,Jeście,Jeszcze,MORE
9806,Choś,Choddź,COME
9807,Choś,Choddź,COME
9808,Iny,Inny,OTHER
9809,Jimo,Zimno,COLD
9810,Uderzy,Uderzyć,HIT
9811,Bujać,Bujać,SWING
9812,Daj,Dać,GIVE
9813,Moje,Moje,MY
9814,Konieś,Koniec,END 
9815,Buty,Buty,SHOES
9816,Kopać,Kopać,DIG
9817,Ubrać,Ubrać,GET-DRESSED
9818,Daj,Dawać komuś i chcieć coś otrzymać ,GIVE
9819,Kała,Kawa,COFFEE
9820,Mokro,Mokro,WET
9821,Jabłko,Jabłko,APPLE
9822,Abudus,Autobus,BUS
9823,Pasta,Pasta do zębów,TOOTH-PASTE
9824,Mapka,Małpka,MONKEY
9825,Tadzio,Tadzio imię chłopca z książki ,CHARACTER
9826,Huhu,Zwierzę ,ANIMAL
9827,Mnia,Mniam,YUMMY
9828,Kaa,Kra,CROW
9829,Siiii,"Siku, robić siku",PEE
9830,śśś,Siku,PEE
9831,Cho,Chomik,HAMSTER
9832,See,Ser,CHEESE
9833,Babo,Balon,BALLOON
9834,Down,W dół,DOWN
9835,Pe,Pępek ,NAVEL
9836,Up,Góra ,UP
9837,Dwi,Drzwi,DOOR
9838,Dwa ,Dwa ,TWO
9839,Czy,Trzy ,THREE
9840,Kaka,Kaczka,DUCK
9841,Ksie,Księżyc ,MOON
9842,świe,świeci,SHINE
9843,Kuku,Kuku,HURTS
9844,Tatoł,Tadzio imię chłopca z książki ,CHARACTER
9845,Oko,Oko,EYE
9846,Noo,Nos,NOSE
9847,Boom,Bąk,BUMBLE-BEE
9848,Noo,Noga,LEG
9849,To to,Co to?,WHAT-IS-THIS
9850,Nana,Ananas,PINEAPPLE
9851,Się,Siedzieć / krzesło,CHAIR
9852,Się,Siedzieć / krzesło,SIT
9853,Nana ,Lalka,DOLL
9854,Anana,Ananas,PINEAPPLE
9855,Sop,Stop,STOP
9856,Go,Go,GO
9857,Go,Go,GO
9858,Kem,Krem,CREAM
9859,Beł,Brew,EYEBROWS
9860,Beee,"Buzia, język ",FACE
9861,Beee,"Buzia, język ",TONGUE
9862,Cze,Cześć ,HI
9863,Dzię,Dziękuję ,THANK-YOU
9864,Dzie,Dzień dobry ,GOOD-MORNING
9865,Ma ksiu,Maksiu,PERSON
9866,Sopa,Stopa,FEET
9867,Leo,Leo,PERSON
9868,Zo zo zOooo,Zoo zoo zoo,ZOO
9869,Ziumm,Zjeżdżalnia lub zjeżdżać ,SLIDE
9870,Hop,"Hop, skakać ",HOP
9871,Goda,Woda,WATER
9872,Sól ,Sól ,SALT
9873,Fu,Dmuchawiec,DANDELION
9874,Sece,Serce ,HEART
9875,Zabab,Plac zabaw,PLAYGROUND
9876,Choddź ,Choddź ,COME
9877,Cykl cyk,Zegar,CLOCK
9878,Kot,Kot,CAT
9879,Kotek,Kotek,CAT
9880,Oh no!,Oh no!,EXCLAMATION
9881,Szop,Szop,RACOON
9882,Tyk tyk,Zegar ,CLOCK
9883,Żółty ,Żółty kolor,YELLOW
9884,mama,Mama,MOM
9885,Tata,Tata,DAD
9886,Baba,Babcia,GRANDMA
9887,mama,Mama,MOM
9888,Op,Hop,HOP
9889,Kaka,Kabanosy,SAUSAGE
9890,Kapkap,Woda,WATER
9891,Otek,Kotek,CAT
9892,Acie,Ja chcę,WANT
9893,Och,Och,EXCLAMATION
9894,Ach,Ach,EXCLAMATION
9895,Da,"Dać, daj",GIVE
9896,Tak,Tak,YES
9897,Nie,Nie,NO
9898,Bibi,Biszkopty,SPONGE-FINGERS
9899,Kwakwa,Kaczka,DUCK
9900,Auau,Pies,DOG
9901,Lala,Lalka,DOLL
9902,Taptap,Naciśnij,PUSH
9903,Towa,Krowa,COW
9904,Tik tak,Zegar,CLOCK
9905,Ku ku,A kuku,PEEKABOO
9906,Ese,Piesek,DOG
9907,Pije,Pić,DRINK
9908,Mumu,Krowa,COW
9909,Meme,Koza,GOAT
9910,Bebe,Owca,SHEEP
9911,Bi,Bingo piosenka,CHARACTER
9912,Tututu,Słoń,ELEPHANT
9913,Łaa,Lew,LION
9914,Pipipi,Picie,DRINK
9915,Auuuu,Wilk,WOLF
9916,Anana,Ananas,PINEAPPLE
9917,Gaga,Garnek,POT
9918,Jest,Jest,TO-BE
9919,Pusc,Puść,LET-GO
9920,Sisi,Siusiu,PEE
9921,Bjubju,Bujać się,SWING
9922,Łapa,Łapa,PAW
9923,Ok,Oko,EYE
9924,Nos,Nos,NOSE
9925,Mis,Miś,TEDDY-BEAR
9926,Ala,Ala,PERSON
9927,Pas,Paw,PEACOCK
9928,Puto,Pusto,EMPTY
9929,Pus,Puść,LET-GO
9930,Ceśc,Cześć,HI
9931,Hej,Hej,HI
9932,Ić,Iddź,GO
9933,Stopa,Stopa,FEET
9934,Pika,Pępek,NAVEL
9935,Ok,Oko,EYE
9936,Nos,Nos,NOSE
9937,Mmmm,Muuu (krowa),COW
9938,Aato,Auto,CAR
9939,Dadon,Balon,BALLOON
9940,Ti ta ,Tik tak,TICKING
9941,Tadan,Banan,BANANA
9942,Oda,Woda,WATER
9943,Tate,Statek,SHIP
9944,Tat,Kask,HELMET
9945,Doda,Dioda,DIODE
9946,Tu,Stół,TABLE
9947,Kak,Kask,HELMET
9948,Kan,Kran,TAP
9949,Goka,Szczotka,BRUSH
9950,Kako,Ciastko,COOKIE
9951,Mama,Mama,MOM
9952,Tata,Tata,DAD
9953,Tata,Pasta,PASTE
9954,Kuuko,Kółko,CIRCLE
9955,Tetek,Pępek,NAVEL
9956,Kakak,śliniak,BIB
9957,U u ,Huhu (sowa),OWL
9958,Gę,Gęś,GOOSE
9959,Danda,Panda,PANDA
9960,Kukont,Trójkąt,TRIANGLE
9961,Dado,Wiadro,BUCKET
9962,Gagun,Garnek,POT
9963,Au,Hau (pies),DOG
9964,Gungun,Ogon,TAIL
9965,Au au,Wrał (lew),LION
9966,Kukukan,Ciężarówka,TRUCK
9967,Kukan,Tukan,TOUCAN
9968,Goga,Noga,LEG
9969,Kagun,Księżyc,MOON
9970,Kamkun,Kabel,CABLE
9971,Dut,But,SHOES
9972,U o ,Ucho,EAR
9973,Gufka,Główka,HEAD
9974,Bbda,Broda,CHIN
9975,Titititam,Hipopotam,HIPPO
9976,Dadoń,Balon,BALLOON
9977,Tańta,Babcia,GRANDMA
9978,Gugaka,Żarówka,BULB
9979,Tuteteńteń,Nietoperz,BAT
9980,Totet,Wojtek,PERSON
9981,Adidit,Autobus,BUS
9982,Ońta,Owca,SHEEP
9983,Adadat,Aparat,CAMERA
9984,Tańtente,Zapięcie,FASTENING
9985,Ukakenke,Układanka,PUZZLE
9986,Kukokok,Krokodyl,CROCODILE
9987,Bamba,Brama,GATE
9988,Nie,Je,EAT
9989,Ide,Idzie,GO
9990,Onana,Latarnia,STREET-LAMP
9991,Gygak,Gryzak,TEETHER
9992,Anonon,Samolot,PLANE
9993,Aaaa,śpi,SLEEPING
9994,Nanoń,Namiot,TENT
9995,Gyk,Ddźwig,CRANE
9996,Dadet,Walec,ROLLER
9997,Atitatańta,Kratka wentylacyjna,GRATE
9998,Kukokok,Krokodyl,CROCODILE
9999,Dadeń,Kabel,CABLE
10000,Dede,Jedzie,DRIVE
10001,Onene,Zielony,GREEN
10002,Eś,Sześć,SIX
10003,Jaś,Jaś,PERSON
10004,Bunty,Żółty,YELLOW
10005,Budit,Żółwik,TURTLE
10006,Oć,Choddź,COME
10007,Idzi,Siedzi,SIT
10008,Tońteń,Wojtek,PERSON
10009,Tońteń,Wojtek,PERSON
10010,Ciamtom,Zamknąć,CLOSE
10011,Iś,Liść,LEAF
10012,Anonon,Makaron,PASTA
10013,Dużo ,Dużo,A-LOT
10014,Gagak,Wiatrak,WINDMILL
10015,Ejajo,Ziewają ,YAWNING
10016,Osińci,Odkręcić,OPEN
10017,Kopka,Kropka,DOT
10018,Tituń,Przytul,HUG
10019,Dudy,Duży,BIG
10020,Maji,Mały,SMALL
10021,Udziadziać,Odkurzacz,VACUUM-CLEANER
10022,Kakuka,Parówka,SAUSAGE
10023,Eu,Ser,CHEESE
10024,Uew,Lew,LION
10025,Etitińty,Elektryczny,ELECTRIC
10026,Łyka,Łyżka,SPOON
10027,Tańteńtun,Kapelusz,HAT
10028,Hep,Chleb,BREAD
10029,Didodon,Pomidor,TOMATO
10030,Unić,Umyć,WASH
10031,Punkanka,Pieluszka ,DIAPER
10032,Temno,Ciemno,DARK
10033,Ouy,Okulary,GLASSES
10034,Hup,Słup,POLE
10035,Kankenkonko,Krzesełko,CHAIR
10036,Hoka,Foka,SEAL
10037,Itoteteń,Helikopter,HELICOPTER
10038,E a a,Jeszcze raz ,MORE
10039,Atom,Atom,ATOM
10040,Deje,Wieje ,BLOWING
10041,Był,Był,TO-BE
10042,Tontonierz,Kątomierz ,PROTRACTOR
10043,Genkuje,Dziękuję,THANK-YOU
10044,Haban,Szlaban,GATE
10045,Hodi,Schody,STAIRS
10046,Cieńgauwa,Ciężarówka,TRUCK
10047,Ciucinia,Cukinia,COURGETTE
10048,Huna,Chmura,CLOUD
10049,Konkenkanka,Koleżanka,FRIEND
10050,Tata,Tata,DAD
10051,Ble,Coś niedobrego,DISGUSTING
10052,Am,Jedzenie,FOOD
10053,Nana,Mama,MOM
10054,Mniam,Coś pysznego,TASTY
10055,Dam,Daj,GIVE
10056,Tikum,Zegar,CLOCK
10057,Tata,Tata,DAD
10058,Mu,Krowa,COW
10059,Ihaha,Koń,HORSE
10060,Ia ia,Osioł,DONKEY
10061,A,Litera A,ALPHABET-LETTER
10062,Brum,Auto,CAR
10063,Tak,Tak,YES
10064,Ta,Tak,YES
10065,Nie,Nie,NO
10066,Dam,Daj,GIVE
10067,Brum,Auto,CAR
10068,Brum,Auto,CAR
10069,Bu,Straszenie,SCARE
10070,Blam,Blat,COUNTER
10071,E,Literka,ALPHABET-LETTER
10072,Bum,Bum,BAM
10073,He,Hej,HI
10074,Ty,Ty,YOU
10075,Ho,Ho,
10076,Pu,Pęknięcie bańki,POP
10077,O,Literka,ALPHABET-LETTER
10078,Abu,Płacz,CRY
10079,Pa ,Pa,BYE
10080,Jaja,Jaja,EGG
10081,Aha,Aha,EXCLAMATION
10082,Kaka,Kaczka,DUCK
10083,Aj,Aj,EXCLAMATION
10084,Ej,Ej,EXCLAMATION
10085,Oj,Oj,EXCLAMATION
10086,Kocha,Kocha,LOVE
10087,Tam,Tam,THERE
10088,Oko,Oko,EYE
10089,Koko,Kura,HEN
10090,Ham,Hau ,DOG
10091,Mnian,Miau,CAT
10092,Hało,Halo,HELLO
10093,Daj,Daj,GIVE
10094,Babu,Babcia,GRANDMA
10095,Beee,Owca,SHEEP
10096,Bam bum,Bębenek,DRUM
10097,Bam bum,Dzwony,BELL
10098,Tu,Tu,HERE
10099,Tup tup,Tup tup,STOMPING
10100,Tap tap,Deszcz,RAIN
10101,Staty,Starczy,OLD
10102,Tyjo,Tymon,PERSON
10103,Tą,Tą,THIS
10104,Dom,Dom,HOME
10105,Cziko,Imię psa,PET
10106,Miś,Miś,TEDDY-BEAR
10107,Ala,Koala,KOALA
10108,Hop,Hop,HOP
10109,Łał,Wow,WOW
10110,Stary,Stary,OLD
10111,Jajo,Jajo,EGG
10112,Kawa,Kawa,COFFEE
10113,Kółka,Kółka,CIRCLE
10114,Kula,Kula,BALL
10115,Łoś,Łoś,MOOSE
10116,Tutaj,Tutaj,HERE
10117,Dobla,Dobra,OK
10118,Auto,Auto,CAR
10119,Sisi,Siku,PEE
10120,Dajaj,Dawaj,GIVE
10121,Cysi,Cycki ( chce mleka),BREAST
10122,Teś,Też,ALSO
10123,Juś,Już,NOW
10124,Noś,Nos,NOSE
10125,Słysiś,Słyszysz,HEAR
10126,Wlosi,Włosy,HAIR
10127,Papapaj,Patataj,HORSE
10128,Jeszcze,Jeszcze,MORE
10129,Tak,Tak,YES
10130,Nie,Nie,NO
10131,Mama,Mama,MOM
10132,Tata,Tata,DAD
10133,Baba,Baba,GRANDMA
10134,Agaka,Agatka,PERSON
10135,Siosia,Ciocia,AUNT
10136,Pić,Pić,DRINK
10137,Igi,Igi,PERSON
10138,Gaga,Iga,PERSON
10139,Maki,Majki,POPPY
10140,Mniam ,Jeść,EAT
10141,Am,Jeść,EAT
10142,Choś,Choddź,COME
10143,Puś,Puść,LET-GO
10144,Ja,"Ja, moje",SELF
10145,Nie ma,Nie ma,GONE
10146,Jest,Jest,TO-BE
10147,Tu,Tu,HERE
10148,To,To,THIS
10149,Kukuk,Ketchup,KETCHUP
10150,Ble,Niedobre,DISGUSTING
10151,Si,Gorące,HOT
10152,Mleko,Mleko,MILK
10153,Kaka(o),KKao,COCOA
10154,(ś)pi,śpi,SLEEPING
10155,Spaś,Spać,SLEEP
10156,Laka,LalkA,DOLL
10157,Hau,Pies,DOG
10158,Koko,Kura,HEN
10159,Hahaha,Koń,HORSE
10160,Muu,Krowa,COW
10161,Dzieci,Dzieci,CHILDREN
10162,Mam,Mam,HAVE
10163,Bam,Bam,BAM
10164,Papa,Papa,BYE
10165,Cześ,Czesc,HI
10166,Apka,Łapka,PAW
10167,Oko,Oko,EYE
10168,Kuku,Rana,WOUND
10169,Kółko,Kółko,CIRCLE
10170,Bęc,Bęc,BAM
10171,Lolo,Brawo,BRAVO
10172,Siusiu,Siku,PEE
10173,Łała,Działa,WORKING
10174,Popsiuł,Pospuło się,BREAK
10175,Pap,Pan,MAN
10176,Bajka,Bajka,TALE
10177,Chr,świnka,PIG
10178,Kic,Królik,RABBIT
10179,Łaaa,Lew,LION
10180,Tup tup,Tup,STOMPING
10181,Hop ,Podskok,JUMP
10182,Łał,Wow,WOW
10183,Kuk kuk,Puk puk,KNOCK-KNOCK
10184,Łałała,Płacze,CRY
10185,Ciii,Cicho,QUIET
10186,Pupa,Pupa,BOTTOM
10187,Działa,Działa,WORKING
10188,Kle kle,Bocian,STORK
10189,Kum kum,Zabka,FROG
10190,Hau,Pies,DOG
10191,Muu,Krowa,COW
10192,Bubu,Buju,SWING
10193,Pibip,Auto,CAR
10194,Wstawaj,Wstawaj,GET-UP
10195,Zostaw,Zostaw,LEAVE
10196,Cacać,Głaskać,STROKE
10197,Klega,Kolega,FRIEND
10198,Kukuś,Kucyk,PONY
10199,Tak,Tak,YES
10200,Nie,Nie,NO
10201,Sio,Idz stad,GO-AWAY
10202,Pupa,Puoa,BOTTOM
10203,Kukuś,Kucyk,PONY
10204,Misiu,Miś,TEDDY-BEAR
10205,Piciu,Picie,DRINK
10206,Chce,Chce,WANT
10207,Nie chce,Nie chce,DONT-WANT
10208,Big,Bing,CHARACTER
10209,Gil,Gil,SNOT
10210,Jaja,Jajko,EGG
10211,Picie,Picie,DRINK
10212,Picie,Picie,DRINK
10213,Am,Tam,THERE
10214,Tuptuptup,"Chodzić, tuptać",WALK
10215,Mi,Miś,TEDDY-BEAR
10216,Siusiu,Siusiu,PEE
10217,Kupa,Kupa,POOP
10218,Aaa,Spać,SLEEP
10219,Druga,druga,SECOND
10220,Kapcie,Kapcie,SLIPPERS
10221,Je,Jest,IS
10222,Jedzie,"Jedzie, jechać",DRIVE
10223,Szysza,Szyszka,CONE
10224,Busia,Buzia,MOUTH
10225,Siato,światło,LIGHT
10226,Jajajaj,Pies,DOG
10227,Niam,"Jedzenie, jeść",FOOD
10228,Tak,Tak,YES
10229,Tata,Tata,DAD
10230,Oka,Smoczek,PACIFIER
10231,Puści,Puść mnie,LET-GO
10232,Gudki,Jagódki,BLUEBERRY
10233,Topy,Stopy,FEET
10234,Buty,Buty,SHOES
10235,Siesiaa,śmieciarka,DUSTCART
10236,Sioko,Wysoko,HIGH
10237,Dżiba,Jeep,CAR
10238,Pani,Pani,LADY
10239,Ka,Kazio (brat),NAME-BROTHER
10240,Nema,"Nie ma (schowałem, wyrzuciłem)",GONE
10241,Pan,Pan,SIR
10242,Kuka,Kulka,BALL
10243,Gati,Gwiazdy,STARS
10244,Kusia,Odkurzacz,VACUUM-CLEANER
10245,Kasio,Kazio,NAME-NA
10246,Siajam,Siadam,SIT-DOWN
10247,Papa,"Dowidzenia, pa",BYE
10248,Guga,Druga,SECOND
10249,Jaba,Jabłko,APPLE
10250,Siusiaa,Siusiak,PENIS
10251,Noga,Noga,LEG
10252,Pisia,Dlugopis,PEN
10253,Ka,Kaczka,DUCK
10254,Da,"Daj mi, daję ci",GIVE
10255,Tram,Tramwaj,TRAM
10256,Siba,"Szyba, okno",WINDOW
10257,Sipie,śmietnik,BIN
10258,Sibo,Szybko,FAST
10259,Mama,Mama,MOM
10260,Ne,Nie,NO
10261,Baba,Babcia,GRANDMA
10262,Bach,Upadający przedmiot lub osoba,BAM
10263,Niam,"Jedzenie, jeść",FOOD
10264,Niam,"Jedzenie, jeść",FOOD
10265,Tata,Tata,DAD
10266,łaka,Biedronka,LADYBIRD
10267,Ciocia,Ciocia,AUNT
10268,Kiciu,Kot,CAT
10269,Kiciu,Kot,CAT
10270,Myju myju,Myć się,WASH
10271,Kuka,"Kurka, kura",HEN
10272,Kulka,"Kulka, pilka",BALL
10273,Mimi,Mysz,MOUSE
10274,Puść,"Puść, chodź",LET-GO
10275,Dija,Dinozaur,DINOSAUR
10276,Puść,"Puść, chodź",LET-GO
10277,Zeć,"Zejść, schodzić",DOWN
10278,Zima,"Zima, śnieg",WINTER
10279,Tak,Ptak,BIRD
10280,Pum,Plum,SPLASH
10281,Buu,Zimno albo ciepło,COLD;WARM
10282,Duga,"Duża, duży, długi",BIG
10283,Bebe,żaba,FROG
10284,Ziu,Zjeżdżać,DRIVE
10285,Gola,Golas,NAKED-PERSON
10286,Gol,"Gol, uderzenie piłka",GOAL
10287,Zosia,Zosia,NAME-NA
10288,Gol,"Gol, uderzenie piłka",GOAL
10289,Ciocia kasia,Ciocia kasia,PERSON
10290,Ciocia ika,Ciocia dominika,PERSON
10291,łaka,łapka,PAW
10292,Posie,Prosze5,PLEASE
10293,Jaja,Jajko,EGG
10294,Budź,"Obudź się, wstań",WAKE-UP
10295,Ciaka,"Ciastko, ciasto",COOKIE;CAKE
10296,Lala,Lalka,DOLL
10297,Pani,Pani,LADY
10298,Sisiu,Siku,PEE
10299,Ciach ciach,"Kroić, ciąć",CUT
10300,Goni,"Gonić, biegać",FOLLOW
10301,Dość,"Koniec, wystarczy",ENOUGH
10302,Tup,Tupac,STAMPING
10303,Sio,Idz stąd,GO-AWAY
10304,I i,Malpka,MONKEY
10305,Stop,Stop,STOP
10306,Maja,Pszczoła,BEE
10307,Bik,Bing,NAME-NA
10308,Czaji,Charlie,NAME-NA
10309,Czes,Chase,NAME-NA
10310,Cześć,Cześć,HI
10311,Trzy,Jeśli jest czegoś więcej niż jeden,THREE
10312,Nika,"Nitka, makaron",THREAD
10313,Buzia,Buzia,MOUTH
10314,Uchu,Ucho,EAR
10315,Buziaka,Buziak,KISS
10316,Misiu,Misiu,TEDDY-BEAR
10317,Huhu,Sowa,OWL
10318,Tak tak,"Zegar, tik tak",CLOCK
10319,Pisiu,"Pisać, malowac",WRITE
10320,Giaka,Gwiazdka,STAR
10321,Nakeka,Naklejka,STICKER
10322,Tukaka,Truskawka,STRAWBERRY
10323,Tali,"Tort, sto lat",CAKE
10324,Tali,"Tort, sto lat",CAKE
10325,Wik,Wilk,WOLF
10326,Kumka,"Chrumka,  świnka",PIG
10327,Lis,Lis,FOX
10328,Gę gę,"Gęś, kaczka",GOOSE
10329,Ko,"Koc, nakryć się, kołdra",BLANKET
10330,Ko,"Koc, nakryć się, kołdra",BLANKET
10331,Ika,Rybka,FISH
10332,Wuka,Wujek,UNCLE
10333,Fu,śmierdzi,SMELL
10334,Soka,Sok,JUICE
10335,Hali,"Halo, telefon",HELLO
10336,Hali,"Halo, telefon",HELLO
10337,Nos,Nos,NOSE
10338,Pik,Nacisnąć,PRESS
10339,Ijo ijo,"Straż, policja, karetka",AMBULANCE
10340,Dom,Dom,HOUSE
10341,Daj,Daj,GIVE
10342,Pić,Napić się,DRINK
10343,Kupa,Kupa,POOP
10344,Ceee,Cześć,HI
10345,Kicia,Kot,CAT
10346,Ziu,żółw,TURTLE
10347,Bu,But,SHOE
10348,Beeee,Owca,SHEEP
10349,Pan,Pan,SIR
10350,Ssss,Wąż,SNAKE
10351,Kaka,Oko,EYE
10352,Tutu,Słoń,ELEPHANT
10353,Tutu,Ciuchcia,TRAIN
10354,Baja,"Bajka, książeczka",FAIRYTALE
10355,Gulgulgul,Indyk,TURKEY
10356,Bum,Auto,CAR
10357,Ja,Ja,ME
10358,Gu,"Gołąb, ptak",BIRD
10359,(m)iał,Kot,CAT
10360,Hu,Sowa,OWL
10361,Mlaskanie,Koń,HORSE
10362,Dziadziuś,Dziadziuś,GRANDPA
10363,Tuli,Przytulać,HUG
10364,Nie,Nie,NO
10365,To to,Co to,WHAT-IS-THIS
10366,Bu,Banki,SOAP-BUBBLES
10367,Tu,Tutaj,HERE
10368,Kuku,"Owoce, kukurydza",CORN
10369,Pupu,Pomidory,TOMATO
10370,Bapa,Banan,BANANA
10371,Baba,Babcia,GRANDMA
10372,Mama,Mama,MOM
10373,Ba,Piłka,BALL
10374,Ba,"Upaść, spaść",BAM
10375,Ba,Bajka,FAIRYTALE
10376,Am,Jeść,EAT
10377,Tam,Tam,THERE
10378,Bam,Pękł balon,BAM
10379,Iha,Odgłos konia,HORSE
10380,Koko,Kura,HEN
10381,Pipo,Pimgwin,PENGUIN
10382,Zii,Samolot,PLANE
10383,Koko,Kura,HEN
10384,Aaa,Małpka,MONKEY
10385,Fafa,żyrafa,GIRAFFE
10386,Aua,Papuga,PARROT
10387,Am,Jeść,EAT
10388,Cici,Trwaj,CONTINUE
10389,Zii,Zjeżdżalnia,SLIDE
10390,Bu,Motor,MOTORCYCLE
10391,łała,Rozmawiać przez telefon,PHONE
10392,Jajo,Jajko,EGG
10393,Kaka,Kaczka,DUCK
10394,Kop,Koparka,DIGGER
10395,Tam,Tam,THERE
10396,Gu gu,Gołąb,DOVE
10397,Io io,Straż pożarna,FIRE-BRIGADE
10398,Siu,Misiu,TEDDY-BEAR
10399,Opa,Skakać,JUMP
10400,Siu,Huśtać się,SWINGING
10401,Kum kum,żaba,FROG
10402,Mimi,Mikołaj,NAME-NA
10403,Kółka,Koło,WHEEL
10404,Brrr,Wiertarka,DRILL
10405,BIP bip,Klakson,HORN
10406,Ciacio,Ciacho,CAKE
10407,Pi pa,Pif paf,GUN
10408,Dom,Dom,HOUSE
10409,Kaki,Khaki,KHAKI
10410,Dziadzia,Dziadek,GRANDPA
10411,A sio,Odganiać,GO-AWAY
10412,Bobo,Bobas dziecko,BABY
10413,Ti ta,Zegar,CLOCK
10414,Sticz,Pluszak Stich,NAME-TOY
10415,Au au,Pies,DOG
10416,Ciach ciach,Ciąć,CUT
10417,Baba,Babka z piasku,SANDCASTLE
10418,Brum,Motor,MOTORCYCLE
10419,Ha ha,Konik,HORSE
10420,Ku ku,A kuku,PEEKABOO
10421,Bi,Włączać,TURN-ON
10422,Kuku,Pukać,KNOCK
10423,Dam,Dać,GIVE
10424,Kałko,Kakałko,COCOA
10425,Buuu,Auto,CAR
10426,Ta,Tak,YES
10427,Kuka,Kulka/ piłka,BALL
10428,Nie,Nie,NO
10429,Kaka,Wrona,CROW
10430,Sia,Siadać,SIT-DOWN
10431,Cho,Chodź,COME
10432,Cici,Cyca,BREATS
10433,Mama,Mama,MOM
10434,Tata,Tata,DAD
10435,Sii,Siku,PEE
10436,Mam,Jeść,EAT
10437,Bam,Upadło,BAM
10438,Ci ci,Wołanie kota,CAT
10439,Mama,Mama,MOM
10440,Tata,Tata,DAD
10441,Baba,Ba ba,
10442,Pa,Pa,BYE
10443,Www,Mikser ,MIXER
10444,Ka ka,Nie wiadome,
10445,To,Przedmiot ktory wskazuje,THIS
10446,Koparka ,Koparka,EXCAVATOR
10447,Zia zia ,Zia zia,
10448,Auto,Auto,CAR
10449,Kawa,Kawa,COFFEE
10450,Koło,Koło,CIRCLE
10451,Kot,Kot,CAT
10452,Nie ma,Nie ma ,GONE
10453,Kiwi ,Kiwi ,KIWI
10454,Mysz ,Mysz ,MOUSE
10455,Moja ,Moja ,MY
10456,Czoło,Czoło ,FOREHEAD
10457,Noga ,Noga ,LEG
10458,Jaga,Jaga,PERSON
10459,Ala ,Ala,PERSON
10460,Zium,Samolot ,PLANE
10461,Woda ,Woda ,WATER
10462,Zgadlo,Swiatelko zgaslo,TURN-OFF
10463,Cik cik,Wolanie kota,CAT
10464,Ciach ciach,Nożyczki ,SCISSORS
10465,Zgasło,Swiatelko zgaslo,TURN-OFF
10466,Buda,Buda dla psa,DOGHOUSE
10467,Buty,Buty,SHOES
10468,Kupa,Kupa,POOP
10469,Io io io,"Karetka ,policja ",AMBULANCE
10470,Io io io,"Karetka ,policja ",POLICE
10471,Kap kap,Pada deszcz ,RAIN
10472,Oko,Oko,EYE
10473,Gdzie,Gdzie to ,WHERE
10474,Am am ,Am am je ,FOOD
10475,Chodż,Chodż,COME
10476,Baba,Babcia ,GRANDMA
10477,Baba,Babcia ,GRANDMA
10478,Ej,Ej ,EXCLAMATION
10479,Moja mama ,Moja mama ,MOM
10480,Bach ,Bach jak cos rzuca ,BAM
10481,Ap ap,Apap ,MEDICINE
10482,Nie,Nie ,NO
10483,No,No,NO
10484,La la ,Lalala ,SING
10485,Golas,Golas,NAKED
10486,Ł?u,Duch,GHOST
10487,Ał,Boli coś ,HURTS
10488,Co to ,Co to pyta ,WHAT-IS-THIS
10489,Ala,Ala,PERSON
10490,Krzyś,Krzyś,PERSON
10491,Jaga,Jaga,PERSON
10492,Jaga,Jaga,PERSON
10493,Byk,Byk,BULL
10494,Asia,Asia,PERSON
10495,światło,Swiatło ,LIGHT
10496,Gabi ,Gabi,PERSON
10497,Tosia,Tosia,PERSON
10498,Miama,Kot,CAT
10499,Didi,Cycuś,BREAST
10500,Mama,Mama,MOM
10501,Tata,Tata,DAD
10502,Si,Gorące,HOT
10503,Kak,Kask,HELMET
10504,Papa,Mapa,MAP
10505,La,Las,FOREST
10506,Pi pi,Mysz,MOUSE
10507,(H)opa,Do góry,UP
10508,Plapla,Placki,PANCAKE
10509,Kon,Koń,HORSE
10510,Tam,Tam,THERE
10511,Djuzi,Drugi,SECOND
10512,Ziub,żubr,BISON
10513,Buldog,Buldożer,BULLDOZER
10514,Lisek,Lisek,FOX
10515,Tan tan,Taniec,DANCE
10516,Gałga,Rura,PIPE
10517,Brumba,Rumba - robot sprzątający,NAME
10518,Kot,Kot,CAT
10519,Icia,Isia (imię kota),NAME-CAT
10520,Batok,Baton,BAR
10521,Pralka,Pralka,WASHING-MACHINE
10522,Siok,Sok,JUICE
10523,Auto,Samochód,CAR
10524,Ijo,Pojazd uprzywilejowany na sygnale,AMBULANCE
10525,Kap ka,Deszcz,RAIN
10526,Cici,Pierś,BREAST
10527,Baba,Babcia,GRANDMA
10528,Kaka,Kaczkw,DUCK
10529,Bam,Coś spadło,FALLING
10530,Panda,Panda,PANDA
10531,Miś,Miś,TEDDY-BEAR
